Ngày đăng bài,Năm SX,Tên xe,Giá,Xuất xứ,Địa điểm,Kiểu dáng,Số km đã đi,Hộp số,Tình trạng,Nhiên liệu
23/10/2025,2013,Xe Toyota Innova 2.0E 2013,255 Triệu,Lắp ráp trong nước,Hà Nội,Crossover,12000 Km,Số tay,Xe đã dùng,Xăng
23/10/2025,2025,Xe Lexus LM 500h 2025,9 Tỷ,Nhập khẩu,TP HCM,Van/Minivan,2000 Km,Số tự động,Xe đã dùng,Hybrid
23/10/2025,2025,Xe Toyota Fortuner Legender 2.4L 4x2 AT 2025,1 Tỷ,Lắp ráp trong nước,TP HCM,SUV,,Số tự động,Xe mới,Dầu
23/10/2025,2023,Xe Ford Territory Titanium X 1.5 AT 2023,785 Triệu,Lắp ráp trong nước,Hà Nội,SUV,16000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2020,Xe Kia Cerato 2.0 AT Premium 2020,485 Triệu,Lắp ráp trong nước,Hà Nội,Sedan,63000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2015,Xe Toyota Camry 2.0E 2015,488 Triệu,Lắp ráp trong nước,TP HCM,Sedan,45000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2019,Xe Mercedes Benz C class C200 2019,810 Triệu,Lắp ráp trong nước,Hà Nội,Sedan,26000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2017,Xe Ford Ranger XLS 2.2L 4x2 AT 2017,440 Triệu,Nhập khẩu,Hà Nội,Bán tải / Pickup,130000 Km,Số tự động,Xe đã dùng,Dầu
23/10/2025,2025,Xe Ford Everest Titanium 2.0L 4x2 AT 2025,1 Tỷ,Nhập khẩu,Hà Nội,SUV,,Số tự động,Xe mới,Dầu
23/10/2025,2021,Xe Mercedes Benz C class C200 Exclusive 2021,999 Triệu,Lắp ráp trong nước,Hà Nội,Sedan,70000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2016,Xe Suzuki Vitara 1.6 AT 2016,385 Triệu,Nhập khẩu,Hà Nội,SUV,100000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2024,Xe Skoda Karoq Ambition 1.4 AT 2024,979 Triệu,Nhập khẩu,Hà Nội,Crossover,,Số tự động,Xe mới,Xăng
23/10/2025,2010,Xe Lexus GS 350 2010,595 Triệu,Nhập khẩu,Hải Phòng,Sedan,0 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2020,Xe Ford Ranger Raptor 2.0L 4x4 AT 2020,925 Triệu,Nhập khẩu,Đăk Lăk,Bán tải / Pickup,66000 Km,Số tự động,Xe đã dùng,Dầu
23/10/2025,2018,Xe Ford EcoSport Trend 1.5L AT 2018,360 Triệu,Lắp ráp trong nước,Gia Lai,SUV,80000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2020,Xe Hyundai Kona 2.0 AT 2020,465 Triệu,Lắp ráp trong nước,Hải Phòng,Crossover,58000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2017,Xe Toyota Corolla altis 1.8G AT 2017,470 Triệu,Lắp ráp trong nước,Phú Thọ,Sedan,110000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2010,Xe Hyundai SantaFe SLX 2010,428 Triệu,Nhập khẩu,Thái Nguyên,SUV,16700 Km,Số tự động,Xe đã dùng,Dầu
23/10/2025,2017,Xe Mercedes Benz C class C300 AMG 2017,699 Triệu,Lắp ráp trong nước,Hà Nội,Sedan,145000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2017,Xe Hyundai Grand Starex Van 2.4 MT 2017,380 Triệu,Nhập khẩu,TP HCM,Van/Minivan,78000 Km,Số tay,Xe đã dùng,Xăng
23/10/2025,2020,Xe Mazda 3 1.5L Luxury 2020,525 Triệu,Lắp ráp trong nước,Hưng Yên,Sedan,42000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2024,Xe Kia Morning GT,380 Triệu,Lắp ráp trong nước,Lâm Đồng,Hatchback,12000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2025,Xe Ford Everest Ambiente 2.0L 4x2 AT 2025,1 Tỷ,Nhập khẩu,Hà Nội,SUV,12000 Km,Số tự động,Xe đã dùng,Dầu
23/10/2025,2020,Xe VinFast Lux A 2.0 Base 2.0 AT 2020,465 Triệu,Lắp ráp trong nước,Hà Nội,Sedan,90000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2020,Xe Ford Ranger XLS 2.2L 4x2 AT 2020,525 Triệu,Nhập khẩu,Hà Nội,Bán tải / Pickup,70000 Km,Số tự động,Xe đã dùng,Dầu
23/10/2025,2015,Xe LandRover Range Rover Autobiography LWB 5.0 2015,3 Tỷ,Nhập khẩu,Hà Nội,SUV,66000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2016,Xe Toyota Prado TXL 2.7L 2016,1 Tỷ,Nhập khẩu,Hà Nam,SUV,150000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2017,Xe Kia Sedona 2.2L DAT 2017,585 Triệu,Lắp ráp trong nước,Hà Nội,Van/Minivan,0 Km,Số tự động,Xe đã dùng,Dầu
23/10/2025,2024,Xe Toyota Fortuner Legender 2.7L 4x2 AT 2024,1 Tỷ,Nhập khẩu,TP HCM,SUV,,Số tự động,Xe mới,Xăng
23/10/2025,2022,Xe Ford Everest Titanium 2.0L 4x2 AT 2022,1 Tỷ,Nhập khẩu,Hà Nội,SUV,0 Km,Số tự động,Xe đã dùng,Dầu
23/10/2025,2025,Xe Honda CRV L 2025,1 Tỷ,Lắp ráp trong nước,Hà Nội,SUV,,Số tự động,Xe mới,Xăng
23/10/2025,2024,Xe Toyota Raize G 1.0 CVT 2024,517 Triệu,Nhập khẩu,Hà Nội,SUV,24000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2021,Xe Hyundai i10 Grand 1.2 AT 2021,339 Triệu,Lắp ráp trong nước,Hải Phòng,Hatchback,52356 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2013,Xe Mercedes Benz E class E200 2013,455 Triệu,Lắp ráp trong nước,Bắc Ninh,Sedan,13000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2025,Xe VinFast VF8 Plus AWD 2025,1 Tỷ,Lắp ráp trong nước,TP HCM,SUV,,Số tự động,Xe mới,Điện
23/10/2025,2021,Xe Mercedes Benz C class C300 AMG 2021,1 Tỷ,Lắp ráp trong nước,Hà Nội,Sedan,40000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2023,Xe Ford Everest Titanium 2.0L 4x2 AT 2023,1 Tỷ,Nhập khẩu,Bình Thuận,SUV,45000 Km,Số tự động,Xe đã dùng,Dầu
23/10/2025,2021,Xe Mazda CX5 Signature Premium 2.5 AT 2WD I,735 Triệu,Lắp ráp trong nước,Hà Nội,SUV,35000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2009,Xe Kia Morning SX 1.1 AT 2009,145 Triệu,Lắp ráp trong nước,TP HCM,Hatchback,0 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2014,Xe Nissan Sunny XL 2014,125 Triệu,Lắp ráp trong nước,Lạng Sơn,Sedan,200000 Km,Số tay,Xe đã dùng,Xăng
23/10/2025,2013,Xe Honda CRV 2.4 AT 2013,395 Triệu,Lắp ráp trong nước,Hà Nội,SUV,90000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2023,Xe Mitsubishi Xpander 1.5 MT 2023,490 Triệu,Lắp ráp trong nước,Hà Nội,SUV,0 Km,Số tay,Xe đã dùng,Xăng
23/10/2025,2024,Xe Honda HRV RS 2024,790 Triệu,Nhập khẩu,TP HCM,Crossover,19000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2025,Xe Ford Ranger XLS 2.0L 4x2 AT 2025,605 Triệu,Lắp ráp trong nước,Hà Nội,Bán tải / Pickup,,Số tự động,Xe mới,Dầu
23/10/2025,2013,Xe Kia Forte SX 1.6 AT 2013,239 Triệu,Lắp ráp trong nước,Hải Phòng,Sedan,0 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2008,Xe LandRover Range Rover HSE 4.4 2008,490 Triệu,Nhập khẩu,Hà Nội,SUV,0 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2020,Xe Nissan Navara EL A,519 Triệu,Nhập khẩu,Hà Nội,Bán tải / Pickup,90000 Km,Số tự động,Xe đã dùng,Dầu
23/10/2025,2018,Xe BMW 7 Series 740Li 2018,2 Tỷ,Nhập khẩu,Hà Nội,Sedan,64000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2025,Xe Ford Ranger XLS 2.0L 4x2 AT 2025,605 Triệu,Lắp ráp trong nước,Hà Nội,Bán tải / Pickup,,Số tự động,Xe mới,Dầu
23/10/2025,2021,Xe Ford Everest Titanium 2.0L 4x4 AT 2021,908 Triệu,Nhập khẩu,Hà Nội,SUV,0 Km,Số tự động,Xe đã dùng,Dầu
23/10/2025,2020,Xe Toyota Vios 1.5G 2020,335 Triệu,Lắp ráp trong nước,TP HCM,Sedan,76000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2024,Xe Hyundai Accent 1.4 AT 2024,392 Triệu,Lắp ráp trong nước,TP HCM,Sedan,68000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2004,Xe Toyota Land Cruiser GX 4.5 2004,455 Triệu,Lắp ráp trong nước,Hà Nội,SUV,250000 Km,Số tay,Xe đã dùng,Xăng
23/10/2025,2022,Xe Lexus RX 300 2022,2 Tỷ,Nhập khẩu,Hà Nội,SUV,21000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2023,Xe Ford Territory Titanium X 1.5 AT 2023,769 Triệu,Lắp ráp trong nước,Bắc Ninh,SUV,42000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2023,Xe Mitsubishi Xpander Cross 1.5 AT 2023,579 Triệu,Nhập khẩu,Hà Nội,SUV,62000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2019,Xe Kia Morning MT 2019,186 Triệu,Lắp ráp trong nước,Vĩnh Phúc,Hatchback,15000 Km,Số tay,Xe đã dùng,Xăng
23/10/2025,2020,Xe Mercedes Benz GLC 300 4Matic 2020,1 Tỷ,Lắp ráp trong nước,Hà Nội,SUV,43000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2022,Xe VinFast Fadil Tiêu chuẩn 1.4 AT 2022,325 Triệu,Lắp ráp trong nước,Quảng Ninh,Hatchback,40000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2018,Xe Toyota Vios 1.5E MT 2018,239 Triệu,Lắp ráp trong nước,Bình Dương,Sedan,100000 Km,Số tay,Xe đã dùng,Xăng
23/10/2025,2022,Xe Honda CRV L 2022,875 Triệu,Lắp ráp trong nước,Hà Nội,SUV,58000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2015,Xe Hyundai SantaFe 2.4L 4WD 2015,525 Triệu,Lắp ráp trong nước,Hà Nội,SUV,120000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2016,Xe Mercedes Benz C class C200 2016,510 Triệu,Lắp ráp trong nước,Hà Nội,Sedan,107000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2016,Xe Ford EcoSport Titanium 1.5L AT 2016,325 Triệu,Lắp ráp trong nước,Hà Nội,SUV,70000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2016,Xe Mercedes Benz C class C200 2016,579 Triệu,Lắp ráp trong nước,TP HCM,Sedan,110000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2022,Xe Mercedes Benz GLC 200 2022,1 Tỷ,Lắp ráp trong nước,TP HCM,SUV,28000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2025,Xe MG 5 1.5 MT 2025,310 Triệu,Nhập khẩu,Hà Nội,Sedan,,Số tay,Xe mới,Xăng
23/10/2025,2021,Xe Mercedes Benz G class G63 AMG 2021,7 Tỷ,Nhập khẩu,Hà Nội,SUV,80000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2023,Xe VinFast VF8 Eco AWD 2023,780 Triệu,Lắp ráp trong nước,Hà Nội,SUV,50000 Km,Số tự động,Xe đã dùng,Điện
23/10/2025,2010,Xe Audi Q5 2.0 AT 2010,399 Triệu,Nhập khẩu,TP HCM,SUV,107000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2018,Xe Mercedes Benz GLE Class GLE 43 AMG 4Matic Coupe 2018,1 Tỷ,Nhập khẩu,Hà Nội,Coupe,130000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2024,Xe Volkswagen Viloran Luxury 2024,2 Tỷ,Nhập khẩu,TP HCM,Van/Minivan,30000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2022,Xe Toyota Vios G 1.5 CVT 2022,460 Triệu,Lắp ráp trong nước,Đà Nẵng,Sedan,42000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2024,Xe Kia Carens 1.4T Signature 7S 2024,735 Triệu,Lắp ráp trong nước,Hà Nội,SUV,11000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2009,Xe BMW 5 Series 523i 2009,280 Triệu,Nhập khẩu,Hà Tĩnh,Sedan,94000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2019,Xe Mazda 3 1.5L Luxury 2019,425 Triệu,Lắp ráp trong nước,Đăk Lăk,Sedan,69000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2016,Xe Kia Morning EX 2016,120 Triệu,Lắp ráp trong nước,Hải Phòng,Hatchback,0 Km,Số tay,Xe đã dùng,Xăng
23/10/2025,2012,Xe Toyota Yaris 1.5 AT 2012,269 Triệu,Nhập khẩu,Hà Nội,Hatchback,92000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2015,Xe LandRover Range Rover Autobiography LWB 5.0 2015,3 Tỷ,Nhập khẩu,Hà Nội,SUV,0 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2025,Xe Toyota Land Cruiser 3.5 V6 2025,4 Tỷ,Nhập khẩu,Hà Nội,SUV,,Số tự động,Xe mới,Xăng
23/10/2025,2019,Xe Mercedes Benz C class C300 AMG 2019,999 Triệu,Lắp ráp trong nước,TP HCM,Sedan,89000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2025,Xe Lexus ES 250 2025,2 Tỷ,Nhập khẩu,Hà Nội,Sedan,,Số tự động,Xe mới,Xăng
23/10/2025,2020,Xe Mercedes Benz E class E300 AMG 2020,1 Tỷ,Lắp ráp trong nước,TP HCM,Sedan,22000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2024,Xe Lexus RX 350 Premium 2024,3 Tỷ,Nhập khẩu,TP HCM,SUV,6800 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2022,Xe Porsche Cayenne 3.0 V6 2022,4 Tỷ,Nhập khẩu,TP HCM,SUV,40000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2022,Xe Ford Everest Titanium 2.0L 4x2 AT 2022,1 Tỷ,Nhập khẩu,Hà Nội,SUV,58000 Km,Số tự động,Xe đã dùng,Dầu
23/10/2025,2016,Xe Kia Morning EX 2016,125 Triệu,Lắp ráp trong nước,Hải Phòng,Hatchback,1234 Km,Số tay,Xe đã dùng,Xăng
23/10/2025,2025,Xe Audi A5 Sline 2.0 TFSI 2025,2 Tỷ,Nhập khẩu,Hà Nội,Sedan,,Số tự động,Xe mới,Xăng
23/10/2025,2023,Xe VinFast VF8 Eco 2023,695 Triệu,Lắp ráp trong nước,Hà Nội,SUV,52000 Km,Số tự động,Xe đã dùng,Điện
23/10/2025,2022,Xe VinFast Lux A 2.0 Tiêu chuẩn 2022,490 Triệu,Lắp ráp trong nước,Hà Nội,Sedan,0 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2017,Xe Mercedes Benz GLS 400 4Matic 2017,1 Tỷ,Nhập khẩu,Hà Nội,SUV,0 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2023,Xe Volkswagen Teramont Limited Edition 2.0 AT 2023,2 Tỷ,Nhập khẩu,Bắc Ninh,SUV,,Số tự động,Xe mới,Xăng
23/10/2025,2022,Xe Ford Everest Titanium 2.0L 4x2 AT 2022,1 Tỷ,Nhập khẩu,Tây Ninh,SUV,27000 Km,Số tự động,Xe đã dùng,Dầu
23/10/2025,2020,Xe Mazda CX5 2.0 Luxury 2020,620 Triệu,Lắp ráp trong nước,Quảng Ninh,SUV,70000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2022,Xe Ford Ranger Wildtrak 2.0L 4x4 AT 2022,739 Triệu,Lắp ráp trong nước,Đồng Nai,Bán tải / Pickup,85000 Km,Số tự động,Xe đã dùng,Dầu
23/10/2025,2019,Xe VinFast Lux A 2.0 Premium 2.0 AT 2019,559 Triệu,Lắp ráp trong nước,Hà Nội,Sedan,74000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2025,Xe Toyota Land Cruiser 3.5 V6 2025,4 Tỷ,Nhập khẩu,Hà Nội,SUV,,Số tự động,Xe mới,Xăng
23/10/2025,2022,Xe Hyundai SantaFe Cao cấp 2.2L HTRAC 2022,1 Tỷ,Lắp ráp trong nước,Thái Nguyên,SUV,56000 Km,Số tự động,Xe đã dùng,Dầu
23/10/2025,2023,Xe LandRover Range Rover SV SWB 3.0 I6 AWD 2023,17 Tỷ,Nhập khẩu,Hà Nội,SUV,9000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2025,Xe Toyota Vios E 1.5 MT 2025,414 Triệu,Lắp ráp trong nước,TP HCM,Sedan,,Số tay,Xe mới,Xăng
23/10/2025,2025,Xe VinFast VF5 Plus 2025,430 Triệu,Lắp ráp trong nước,Hà Nội,SUV,8000 Km,Số tự động,Xe đã dùng,Điện
23/10/2025,2013,Xe Honda CRV 2.4 AT 2013,410 Triệu,Lắp ráp trong nước,Hà Nội,SUV,120000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2022,Xe Toyota Corolla altis 1.8V 2022,675 Triệu,Nhập khẩu,Hà Nội,Sedan,61000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2024,Xe Mitsubishi Triton Athlete 4WD AT 2024,848 Triệu,Nhập khẩu,TP HCM,Bán tải / Pickup,15000 Km,Số tự động,Xe đã dùng,Dầu
23/10/2025,2021,Xe Mercedes Benz C class C200 Exclusive 2021,999 Triệu,Lắp ráp trong nước,Hà Nội,Sedan,44000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2020,Xe Toyota Innova 2.0E 2020,495 Triệu,Lắp ráp trong nước,Lâm Đồng,Crossover,97000 Km,Số tay,Xe đã dùng,Xăng
23/10/2025,2021,Xe Mazda 6 Premium 2.0 AT 2021,575 Triệu,Lắp ráp trong nước,Vĩnh Phúc,Sedan,30000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2022,Xe Lexus RX 300 F Sport 2022,3 Tỷ,Nhập khẩu,Hà Nội,SUV,20000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2021,Xe LandRover Defender 110 P300 2.0 AT 2021,4 Tỷ,Nhập khẩu,TP HCM,SUV,,Số tự động,Xe mới,Xăng
23/10/2025,2025,Xe Ford Ranger Raptor 2.0L 4x4 AT 2025,1 Tỷ,Nhập khẩu,TP HCM,Bán tải / Pickup,,Số tự động,Xe mới,Dầu
23/10/2025,2008,Xe Honda Civic 2.0 AT 2008,220 Triệu,Lắp ráp trong nước,Cần Thơ,Sedan,0 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2025,Xe Suzuki XL7 Hybrid 1.5 AT 2025,515 Triệu,Nhập khẩu,Hà Nội,SUV,,Số tự động,Xe mới,Hybrid
23/10/2025,2025,Xe Ford Territory Titanium X 1.5 AT 2025,850 Triệu,Lắp ráp trong nước,Đăk Lăk,SUV,8000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2024,Xe Hyundai Tucson 1.6 AT Turbo HTRAC Đặc biệt 2024,925 Triệu,Lắp ráp trong nước,Vĩnh Phúc,Crossover,13000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2011,Xe Toyota Prado TXL 2.7L 2011,668 Triệu,Nhập khẩu,Phú Thọ,SUV,158000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2019,Xe Ford Everest Trend 2.0L 4x2 AT 2019,690 Triệu,Nhập khẩu,Sơn La,SUV,90000 Km,Số tự động,Xe đã dùng,Dầu
23/10/2025,2019,Xe Peugeot 3008 1.6 AT 2019,629 Triệu,Lắp ráp trong nước,Hải Phòng,Crossover,48000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2017,Xe Mini Cooper Clubman S 2017,1 Tỷ,Nhập khẩu,TP HCM,Hatchback,46836 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2020,Xe Kia Cerato 2.0 AT Premium 2020,478 Triệu,Lắp ráp trong nước,TP HCM,Sedan,84000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2023,Xe Mercedes Benz EQB 250 2023,1 Tỷ,Nhập khẩu,Khánh Hòa,SUV,1000 Km,Số tự động,Xe đã dùng,Điện
23/10/2025,2023,Xe Ford Territory Titanium 1.5 AT 2023,725 Triệu,Lắp ráp trong nước,Hà Nội,SUV,0 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2025,Xe Hyundai Accent 1.5 AT 2025,451 Triệu,Lắp ráp trong nước,Hải Phòng,Sedan,,Số tự động,Xe mới,Xăng
23/10/2025,2024,Xe Hyundai Stargazer X 1.5 AT 2024,515 Triệu,Nhập khẩu,Đà Nẵng,Van/Minivan,18000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2015,Xe Hyundai i20 Active 1.4 AT 2015,325 Triệu,Nhập khẩu,Phú Thọ,Crossover,0 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2020,Xe Toyota Camry 2.5Q 2020,885 Triệu,Nhập khẩu,Hà Nội,Sedan,66000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2021,Xe Mazda 3 1.5L Deluxe 2021,480 Triệu,Lắp ráp trong nước,Thái Nguyên,Sedan,38000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2019,Xe Mercedes Benz E class E300 AMG 2019,1 Tỷ,Lắp ráp trong nước,Hà Nội,Sedan,76000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2021,Xe Ford Ranger Raptor 2.0L 4x4 AT 2021,995 Triệu,Nhập khẩu,TP HCM,Bán tải / Pickup,60000 Km,Số tự động,Xe đã dùng,Dầu
23/10/2025,2011,Xe Rolls Royce Ghost 6.6 V12 2011,4 Tỷ,Nhập khẩu,Hà Nội,Sedan,0 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2021,Xe VinFast Lux A 2.0 Base 2.0 AT 2021,535 Triệu,Lắp ráp trong nước,Hà Nội,Sedan,21000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2025,Xe Mazda 3 1.5L Sport Luxury 2025,633 Triệu,Lắp ráp trong nước,TP HCM,Hatchback,,Số tự động,Xe mới,Xăng
23/10/2025,2023,Xe Ford Everest Titanium 2.0L 4x2 AT 2023,1 Tỷ,Nhập khẩu,Hà Nội,SUV,0 Km,Số tự động,Xe đã dùng,Dầu
23/10/2025,2023,Xe Mercedes Benz S class S450 4Matic Luxury 2023,5 Tỷ,Nhập khẩu,Hà Nội,Sedan,,Số tự động,Xe mới,Xăng
23/10/2025,2021,Xe Mitsubishi Outlander Premium 2.0 CVT 2021,684 Triệu,Lắp ráp trong nước,Hà Nội,SUV,39000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2019,Xe Lexus LX 570 2019,6 Tỷ,Nhập khẩu,TP HCM,SUV,50000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2019,Xe Toyota Fortuner 2.7V 4x2 AT TRD 2019,780 Triệu,Lắp ráp trong nước,Hà Nội,SUV,79000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2016,Xe Mazda 6 2.5L Premium 2016,410 Triệu,Lắp ráp trong nước,Vĩnh Phúc,Sedan,110000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2014,Xe Kia Morning AT 2014,220 Triệu,Lắp ráp trong nước,Hải Phòng,Hatchback,0 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2009,Xe Lexus RX 350 2009,650 Triệu,Nhập khẩu,Quảng Ninh,SUV,100000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2025,Xe Hyundai Custin Cao Cấp 2.0T 2025,965 Triệu,Lắp ráp trong nước,TP HCM,Van/Minivan,,Số tự động,Xe mới,Xăng
23/10/2025,2016,Xe Toyota Corolla altis 1.8G AT 2016,440 Triệu,Lắp ráp trong nước,Hà Nội,Sedan,0 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2023,Xe Ford Territory Titanium X 1.5 AT 2023,805 Triệu,Lắp ráp trong nước,TP HCM,SUV,46000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2017,Xe Mazda CX5 2.0 AT 2017,505 Triệu,Lắp ráp trong nước,Hà Nội,SUV,0 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2021,Xe Kia Cerato 1.6 AT Deluxe 2021,450 Triệu,Lắp ráp trong nước,Hà Nội,Sedan,31000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2023,Xe VinFast VF8 Eco AWD 2023,660 Triệu,Lắp ráp trong nước,Hà Nội,SUV,40999 Km,Số tự động,Xe đã dùng,Điện
23/10/2025,2007,Xe Kia Carens 2.0 AT 2007,205 Triệu,Nhập khẩu,TP HCM,Crossover,0 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2025,Xe Ford Territory Titanium X 1.5 AT 2025,885 Triệu,Lắp ráp trong nước,Hà Nội,SUV,,Số tự động,Xe mới,Xăng
23/10/2025,2021,Xe Hyundai SantaFe Cao cấp 2.5L HTRAC 2021,1 Tỷ,Lắp ráp trong nước,Hà Nội,SUV,30000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2025,Xe Honda CRV L 2025,1 Tỷ,Lắp ráp trong nước,Hà Nội,SUV,,Số tự động,Xe mới,Xăng
23/10/2025,2023,Xe BMW Z4 sDrive20i M Sport 2023,3 Tỷ,Nhập khẩu,Hà Nội,Convertible/Cabriolet,,Số tự động,Xe mới,Xăng
23/10/2025,2025,Xe Lexus ES 300h 2025,3 Tỷ,Nhập khẩu,Hà Nội,Sedan,,Số tự động,Xe mới,Hybrid
23/10/2025,2025,Xe Hyundai Accent 1.5 AT 2025,436 Triệu,Lắp ráp trong nước,Hà Nội,Sedan,,Số tự động,Xe mới,Xăng
23/10/2025,2024,Xe Toyota Vios E 1.5 MT 2024,405 Triệu,Lắp ráp trong nước,Đăk Lăk,Sedan,4800 Km,Số tay,Xe đã dùng,Xăng
23/10/2025,2025,Xe Subaru WRX 2.4 CVT EyeSight 2025,1 Tỷ,Nhập khẩu,Hà Nội,Sedan,,Số tự động,Xe mới,Xăng
23/10/2025,2023,Xe BMW 3 Series 320i M Sport 2023,1 Tỷ,Lắp ráp trong nước,Hà Nội,Sedan,36000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2007,Xe Mercedes Benz S class S63 AMG 2007,399 Triệu,Nhập khẩu,Hà Nội,Sedan,160000 Km,Số tự động,Xe đã dùng,Xăng
23/10/2025,2025,Xe Toyota Land Cruiser 3.5 V6 2025,4 Tỷ,Nhập khẩu,Hà Nội,SUV,,Số tự động,Xe mới,Xăng
